sexo,edad,nacionalidad,ccaa,tipo_hogar,regimen_vivienda,nivel_educativo,unidades_consumo,renta_hogar,ingresos_anuales,riesgo_pobreza,situacion_economica_infancia,pesos
Hombre,8,NA,ES22,Biparental con niños/as,En propiedad,NA,1.8,32020.8,NA,0,NA,360.49952
Hombre,27,Espana,ES22,2 adultos sin niños,En alquiler,354,1.5,22954.2,0,0,Buena,519.94044
Mujer,24,Espana,ES22,2 adultos sin niños,En alquiler,100,1.5,22954.2,14308.1,0,NA,519.94044
Hombre,40,Espana,ES22,Unipersonal,En propiedad,500,1,27802.2,27214.7,0,Buena,585.33591
Hombre,36,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,40526.9,25805.3,0,Moderadamente buena,299.5131
Mujer,35,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,40526.9,12938.1,0,Moderadamente buena,299.5131
Mujer,5,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,40526.9,NA,0,NA,299.5131
Mujer,2,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,40526.9,NA,0,NA,299.5131
Hombre,51,Espana,ES22,Biparental con niños/as,En propiedad,500,2.3,68929.8,43770.1,0,Buena,249.8849
Mujer,52,Espana,ES22,Biparental con niños/as,En propiedad,300,2.3,68929.8,4733.6,0,Buena,249.8849
Mujer,16,NA,ES22,Biparental con niños/as,En propiedad,NA,2.3,68929.8,NA,0,NA,249.8849
Hombre,14,NA,ES22,Biparental con niños/as,En propiedad,NA,2.3,68929.8,NA,0,NA,249.8849
Hombre,50,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,45026.6,28336.4,0,Moderadamente buena,241.73375
Mujer,47,Espana,ES22,Biparental con niños/as,En propiedad,200,2.1,45026.6,16559,0,Moderadamente buena,241.73375
Hombre,13,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,45026.6,NA,0,NA,241.73375
Hombre,11,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,45026.6,NA,0,NA,241.73375
Mujer,78,Espana,ES22,Unipersonal,En propiedad,100,1,6205.8,0,1,NA,390.30276
Mujer,46,Espana,ES22,Biparental con niños/as,En alquiler,500,2.3,26600.5,24383.3,0,Moderadamente buena,335.9037
Mujer,45,Espana,ES22,Biparental con niños/as,En alquiler,500,2.3,26600.5,0,0,Moderadamente buena,335.9037
Mujer,16,NA,ES22,Biparental con niños/as,En alquiler,NA,2.3,26600.5,NA,0,NA,335.9037
Mujer,10,NA,ES22,Biparental con niños/as,En alquiler,NA,2.3,26600.5,NA,0,NA,335.9037
Mujer,46,Espana,ES22,Monomarental con niños/as,En propiedad,500,1.3,22108.2,21706.8,0,Moderadamente buena,220.3866
Hombre,12,NA,ES22,Monomarental con niños/as,En propiedad,NA,1.3,22108.2,NA,0,NA,220.3866
Hombre,51,Espana,ES22,Biparental con niños/as,En propiedad,200,2.5,42194.8,0,0,Moderadamente mala,159.12784
Mujer,50,Extranjero (resto mundo),ES22,Biparental con niños/as,En propiedad,500,2.5,42194.8,28672,0,Moderadamente buena,159.12784
Mujer,19,Espana,ES22,Biparental con niños/as,En propiedad,344,2.5,42194.8,0,0,NA,159.12784
Hombre,16,NA,ES22,Biparental con niños/as,En propiedad,NA,2.5,42194.8,NA,0,NA,159.12784
Hombre,54,Espana,ES22,Otros hogares,En propiedad,300,2,61776.6,39730.3,0,Moderadamente buena,504.69954
Mujer,55,Espana,ES22,Otros hogares,En propiedad,200,2,61776.6,0,0,Buena,504.69954
Mujer,27,Espana,ES22,Otros hogares,En propiedad,500,2,61776.6,24331.4,0,Buena,504.69954
Mujer,53,Espana,ES22,Monomarental con niños/as,En alquiler,500,2,50387.1,29656.3,0,Buena,560.56767
Hombre,22,Espana,ES22,Monomarental con niños/as,En alquiler,344,2,50387.1,9790.2,0,NA,560.56767
Hombre,18,Espana,ES22,Monomarental con niños/as,En alquiler,344,2,50387.1,0,0,NA,560.56767
Hombre,70,Espana,ES22,2 adultos sin niños,En alquiler,200,1.5,20755.3,0,0,NA,317.07963
Mujer,73,Espana,ES22,2 adultos sin niños,En alquiler,200,1.5,20755.3,0,0,NA,317.07963
Mujer,59,Espana,ES22,Otros hogares,En propiedad,200,2.5,60194.4,16272.1,0,Moderadamente buena,523.29566
Hombre,54,Espana,ES22,Otros hogares,En propiedad,100,2.5,60194.4,23288.5,0,Moderadamente buena,523.29566
Hombre,29,Espana,ES22,Otros hogares,En propiedad,344,2.5,60194.4,0,0,Moderadamente buena,523.29566
Mujer,26,Espana,ES22,Otros hogares,En propiedad,500,2.5,60194.4,20085.7,0,Moderadamente buena,523.29566
Hombre,43,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,300,2.5,24963.9,0,0,Muy mala,266.44768
Mujer,38,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,300,2.5,24963.9,11686.5,0,Buena,266.44768
Mujer,20,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,344,2.5,24963.9,0,0,NA,266.44768
Hombre,18,Espana,ES22,Biparental con niños/as,En alquiler,344,2.5,24963.9,0,0,NA,266.44768
Mujer,53,Extranjero (resto mundo),ES22,Otros hogares,En alquiler,300,2,31429.66,14387.8,0,Buena,571.79436
Hombre,27,Extranjero (resto mundo),ES22,Otros hogares,En alquiler,353,2,31429.66,3539.75,0,Buena,571.79436
Hombre,22,Extranjero (resto mundo),ES22,Otros hogares,En alquiler,344,2,31429.66,13194.2,0,NA,571.79436
Mujer,56,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,32223.9,7803.3,0,Mala,408.84993
Hombre,58,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,32223.9,23885,0,Buena,408.84993
Hombre,52,Espana,ES22,Biparental con niños/as,En propiedad,200,2.5,64380.4,27795.9,0,Moderadamente buena,86.17914
Mujer,51,Espana,ES22,Biparental con niños/as,En propiedad,500,2.5,64380.4,35131.2,0,Moderadamente buena,86.17914
Mujer,20,Espana,ES22,Biparental con niños/as,En propiedad,344,2.5,64380.4,1366.5,0,NA,86.17914
Mujer,17,Espana,ES22,Biparental con niños/as,En propiedad,200,2.5,64380.4,0,0,NA,86.17914
Mujer,54,Extranjero (resto mundo),ES22,Otros hogares,En alquiler,100,2.6,26309.4,2950.3,0,Muy buena,392.55008
Hombre,29,Extranjero (resto mundo),ES22,Otros hogares,En alquiler,354,2.6,26309.4,10373,0,Buena,392.55008
Mujer,28,Espana,ES22,Otros hogares,En alquiler,100,2.6,26309.4,11154,0,NA,392.55008
Mujer,10,NA,ES22,Otros hogares,En alquiler,NA,2.6,26309.4,NA,0,NA,392.55008
Mujer,0,NA,ES22,Otros hogares,En alquiler,NA,2.6,26309.4,NA,0,NA,392.55008
Hombre,55,Espana,ES22,Biparental con niños/as,En propiedad,200,2,47722.2,22469.9,0,Mala,215.20857
Mujer,50,Espana,ES22,Biparental con niños/as,En propiedad,300,2,47722.2,22628.2,0,Moderadamente buena,215.20857
Mujer,18,Espana,ES22,Biparental con niños/as,En propiedad,344,2,47722.2,0,0,NA,215.20857
Mujer,86,Espana,ES22,Unipersonal,En propiedad,000,1,21906.6,0,0,NA,358.71635
Hombre,58,Espana,ES22,Biparental con niños/as,En propiedad,300,3,27440,0,0,Buena,210.29817
Mujer,53,Espana,ES22,Biparental con niños/as,En propiedad,300,3,27440,6443,0,Moderadamente mala,210.29817
Mujer,21,Espana,ES22,Biparental con niños/as,En propiedad,344,3,27440,1919.3,0,NA,210.29817
Mujer,19,Espana,ES22,Biparental con niños/as,En propiedad,344,3,27440,1737.2,0,NA,210.29817
Mujer,15,NA,ES22,Biparental con niños/as,En propiedad,NA,3,27440,NA,0,NA,210.29817
Mujer,74,Espana,ES22,Unipersonal,En propiedad,200,1,25767.69,15190.99,0,NA,319.72796
Hombre,58,Espana,ES22,Biparental con niños/as,En propiedad,500,2.5,35322.85,21010.7,0,Buena,167.77245
Mujer,52,Espana,ES22,Biparental con niños/as,En propiedad,500,2.5,35322.85,5519.1,0,Buena,167.77245
Mujer,21,Espana,ES22,Biparental con niños/as,En propiedad,344,2.5,35322.85,7136.35,0,NA,167.77245
Mujer,18,Espana,ES22,Biparental con niños/as,En propiedad,344,2.5,35322.85,0,0,NA,167.77245
Mujer,54,Espana,ES22,Monomarental con niños/as,En propiedad,500,1.5,31320.8,31531,0,Moderadamente mala,466.87622
Hombre,17,Espana,ES22,Monomarental con niños/as,En propiedad,200,1.5,31320.8,0,0,NA,466.87622
Hombre,47,Espana,ES22,Biparental con niños/as,En propiedad,300,2.1,38220.2,0,0,Mala,181.53672
Mujer,41,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,38220.2,18326.4,0,Buena,181.53672
Hombre,9,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,38220.2,NA,0,NA,181.53672
Hombre,7,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,38220.2,NA,0,NA,181.53672
Hombre,64,Espana,ES22,Unipersonal,En alquiler,200,1,23501.1,0,0,NA,684.69752
Mujer,64,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,53841.7,6314.4,0,NA,246.80471
Hombre,66,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,53841.7,0,0,NA,246.80471
Hombre,45,Espana,ES22,Biparental con niños/as,En alquiler,300,2.1,43181.7,33290.9,0,Moderadamente buena,205.63326
Mujer,49,Espana,ES22,Biparental con niños/as,En alquiler,500,2.1,43181.7,5439.7,0,Buena,205.63326
Mujer,14,NA,ES22,Biparental con niños/as,En alquiler,NA,2.1,43181.7,NA,0,NA,205.63326
Hombre,11,NA,ES22,Biparental con niños/as,En alquiler,NA,2.1,43181.7,NA,0,NA,205.63326
Hombre,70,Espana,ES22,Otros hogares,En propiedad,200,2,72962.12,0,0,NA,420.82965
Mujer,68,Espana,ES22,Otros hogares,En propiedad,500,2,72962.12,0,0,NA,420.82965
Hombre,40,Espana,ES22,Otros hogares,En propiedad,500,2,72962.12,27259.2,0,Buena,420.82965
Hombre,47,Espana,ES22,Otros hogares,En alquiler,300,2,46941.24,0,0,Mala,503.63694
Mujer,45,Extranjero (resto mundo),ES22,Otros hogares,En alquiler,200,2,46941.24,8443.18,0,Moderadamente buena,503.63694
Hombre,26,Extranjero (resto mundo),ES22,Otros hogares,En alquiler,353,2,46941.24,11806.05,0,Buena,503.63694
Hombre,53,Espana,ES22,Otros hogares,En propiedad,500,2.5,77189.8,34369.8,0,Buena,112.93353
Mujer,52,Espana,ES22,Otros hogares,En propiedad,500,2.5,77189.8,21424.1,0,Moderadamente buena,112.93353
Hombre,21,Espana,ES22,Otros hogares,En propiedad,500,2.5,77189.8,29.9,0,NA,112.93353
Mujer,19,Espana,ES22,Otros hogares,En propiedad,344,2.5,77189.8,0,0,NA,112.93353
Hombre,28,Espana,ES22,2 adultos sin niños,En alquiler,354,1.5,34771,20931.3,0,Buena,475.41599
Mujer,29,Espana,ES22,2 adultos sin niños,En alquiler,354,1.5,34771,14554.4,0,Buena,475.41599
Hombre,71,Espana,ES22,Otros hogares,En alquiler,200,2.5,58179.69,0,0,NA,403.41287
Mujer,69,Espana,ES22,Otros hogares,En alquiler,200,2.5,58179.69,0,0,NA,403.41287
Mujer,30,Espana,ES22,Otros hogares,En alquiler,500,2.5,58179.69,10206.7,0,Buena,403.41287
Hombre,34,Espana,ES22,Otros hogares,En alquiler,354,2.5,58179.69,14086.79,0,Buena,403.41287
Hombre,70,Espana,ES22,2 adultos sin niños,En alquiler,100,1.5,27194.6,0,0,NA,246.80471
Mujer,63,Espana,ES22,2 adultos sin niños,En alquiler,100,1.5,27194.6,0,0,NA,246.80471
Mujer,61,Espana,ES22,Unipersonal,En propiedad,200,1,22319.6,11805.8,0,NA,247.10305
Hombre,68,Espana,ES22,Unipersonal,En alquiler,100,1,12981.5,0,0,NA,502.15865
Mujer,54,Espana,ES22,Unipersonal,En propiedad,300,1,10290.1,0,0,Moderadamente buena,268.255
Hombre,63,Espana,ES22,Biparental con niños/as,En alquiler,200,2.5,51517.9,18183.8,0,NA,212.46792
Mujer,55,Extranjero (resto UE),ES22,Biparental con niños/as,En alquiler,500,2.5,51517.9,22929.9,0,Buena,212.46792
Mujer,22,Espana,ES22,Biparental con niños/as,En alquiler,500,2.5,51517.9,6125.1,0,NA,212.46792
Hombre,15,NA,ES22,Biparental con niños/as,En alquiler,NA,2.5,51517.9,NA,0,NA,212.46792
Mujer,59,Espana,ES22,2 adultos sin niños,En propiedad,300,1.5,34561.9,0,0,Mala,241.18472
Hombre,47,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,34561.9,25353.3,0,Moderadamente buena,241.18472
Hombre,52,Espana,ES22,Otros hogares,En alquiler,500,3,51457.5,25211.8,0,Moderadamente buena,356.9802
Mujer,50,Espana,ES22,Otros hogares,En alquiler,300,3,51457.5,0,0,Buena,356.9802
Hombre,19,Espana,ES22,Otros hogares,En alquiler,344,3,51457.5,0,0,NA,356.9802
Hombre,16,NA,ES22,Otros hogares,En alquiler,NA,3,51457.5,NA,0,NA,356.9802
Mujer,80,Espana,ES22,Otros hogares,En alquiler,000,3,51457.5,0,0,NA,356.9802
Hombre,68,Espana,ES22,2 adultos sin niños,En alquiler,200,1.5,41759.7,0,0,NA,248.8908
Mujer,69,Espana,ES22,2 adultos sin niños,En alquiler,200,1.5,41759.7,0,0,NA,248.8908
Mujer,76,Espana,ES22,Otros hogares,En alquiler,000,3,26967.52,0,1,NA,421.77267
Hombre,86,Espana,ES22,Otros hogares,En alquiler,000,3,26967.52,0,1,NA,421.77267
Mujer,50,Espana,ES22,Otros hogares,En alquiler,000,3,26967.52,3071.52,1,Moderadamente buena,421.77267
Hombre,17,Espana,ES22,Otros hogares,En alquiler,200,3,26967.52,0,1,NA,421.77267
Mujer,15,NA,ES22,Otros hogares,En alquiler,NA,3,26967.52,NA,1,NA,421.77267
Mujer,79,Espana,ES22,Unipersonal,En alquiler,200,1,10353.7,0,0,NA,281.57343
Hombre,86,Espana,ES22,Unipersonal,En propiedad,000,1,31825.3,0,0,NA,549.2607
Hombre,51,Espana,ES22,Biparental con niños/as,En propiedad,500,2.5,52529.1,28184.1,0,Buena,275.06642
Mujer,50,Extranjero (resto UE),ES22,Biparental con niños/as,En propiedad,500,2.5,52529.1,22940.2,0,Buena,275.06642
Hombre,18,Espana,ES22,Biparental con niños/as,En propiedad,344,2.5,52529.1,0,0,NA,275.06642
Hombre,16,NA,ES22,Biparental con niños/as,En propiedad,NA,2.5,52529.1,NA,0,NA,275.06642
Hombre,74,Espana,ES22,Otros hogares,En propiedad,500,3.3,74725.2,0,0,NA,286.63558
Mujer,75,Espana,ES22,Otros hogares,En propiedad,500,3.3,74725.2,0,0,NA,286.63558
Mujer,49,Espana,ES22,Otros hogares,En propiedad,500,3.3,74725.2,27935.1,0,Buena,286.63558
Hombre,48,Espana,ES22,Otros hogares,En propiedad,500,3.3,74725.2,20232.3,0,Buena,286.63558
Hombre,15,NA,ES22,Otros hogares,En propiedad,NA,3.3,74725.2,NA,0,NA,286.63558
Hombre,13,NA,ES22,Otros hogares,En propiedad,NA,3.3,74725.2,NA,0,NA,286.63558
Hombre,52,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,86774.5,47072.4,0,Buena,203.10896
Mujer,49,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,86774.5,19905.3,0,Buena,203.10896
Mujer,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,86774.5,NA,0,NA,203.10896
Hombre,9,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,86774.5,NA,0,NA,203.10896
Hombre,36,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,39242.8,20676,0,Moderadamente mala,260.8554
Mujer,28,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,39242.8,20236.3,0,Buena,260.8554
Hombre,79,Espana,ES22,2 adultos sin niños,En alquiler,200,1.5,18243.3,437.4,0,NA,266.36386
Mujer,74,Espana,ES22,2 adultos sin niños,En alquiler,100,1.5,18243.3,0,0,NA,266.36386
Hombre,58,NA,ES22,2 adultos sin niños,En propiedad,NA,1.5,25937.4,11649.1,0,NA,278.94109
Mujer,70,Espana,ES22,2 adultos sin niños,En propiedad,000,1.5,25937.4,0,0,NA,278.94109
Hombre,31,Espana,ES22,Unipersonal,En alquiler,200,1,16155.7,712.1,0,Buena,1371.09001
Hombre,47,Espana,ES22,Biparental con niños/as,En propiedad,200,2.1,16469.8,14673.4,1,Moderadamente buena,197.02219
Mujer,51,Espana,ES22,Biparental con niños/as,En propiedad,300,2.1,16469.8,0,1,Moderadamente mala,197.02219
Mujer,14,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,16469.8,NA,1,NA,197.02219
Mujer,12,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,16469.8,NA,1,NA,197.02219
Mujer,47,Espana,ES22,Unipersonal,En propiedad,500,1,4401.3,0,1,Buena,431.91503
Hombre,39,Espana,ES22,2 adultos sin niños,En propiedad,300,1.5,33664.1,15360.1,0,Buena,326.01734
Mujer,39,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,33664.1,18255.2,0,Buena,326.01734
Hombre,81,Espana,ES22,Unipersonal,En propiedad,500,1,25858.02,0,0,NA,549.2607
Hombre,63,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,26481.6,0,0,NA,291.51254
Mujer,63,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,26481.6,0,0,NA,291.51254
Hombre,34,Extranjero (resto mundo),ES22,Biparental con niños/as,En propiedad,500,2.1,40369.9,15745.8,0,Buena,259.66225
Mujer,32,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,40369.9,24846.1,0,Muy buena,259.66225
Mujer,3,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,40369.9,NA,0,NA,259.66225
Hombre,0,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,40369.9,NA,0,NA,259.66225
Mujer,46,Extranjero (resto mundo),ES22,Monomarental con niños/as,En alquiler,300,2.1,13006.06,5051.5,1,Moderadamente mala,154.86256
Hombre,13,NA,ES22,Monomarental con niños/as,En alquiler,NA,2.1,13006.06,NA,1,NA,154.86256
Hombre,2,NA,ES22,Monomarental con niños/as,En alquiler,NA,2.1,13006.06,NA,1,NA,154.86256
Mujer,22,Extranjero (resto mundo),ES22,Monomarental con niños/as,En alquiler,354,2.1,13006.06,1785.56,1,NA,154.86256
Hombre,72,Espana,ES22,Otros hogares,En propiedad,100,2.5,21005.9,0,1,NA,272.6671
Mujer,72,Extranjero (resto mundo),ES22,Otros hogares,En propiedad,300,2.5,21005.9,0,1,NA,272.6671
Hombre,86,Espana,ES22,Otros hogares,En propiedad,300,2.5,21005.9,0,1,NA,272.6671
Mujer,86,Extranjero (resto mundo),ES22,Otros hogares,En propiedad,200,2.5,21005.9,0,1,NA,272.6671
Hombre,49,Espana,ES22,Biparental con niños/as,En alquiler,200,2.3,24874.54,12101.1,0,Buena,301.86726
Mujer,49,Espana,ES22,Biparental con niños/as,En alquiler,200,2.3,24874.54,4855.7,0,Muy buena,301.86726
Hombre,17,Espana,ES22,Biparental con niños/as,En alquiler,100,2.3,24874.54,0,0,NA,301.86726
Hombre,13,NA,ES22,Biparental con niños/as,En alquiler,NA,2.3,24874.54,NA,0,NA,301.86726
Mujer,86,Espana,ES22,Unipersonal,En propiedad,100,1,10023.1,0,0,NA,281.57343
Hombre,47,Espana,ES22,Biparental con niños/as,En propiedad,200,2.1,40552.9,14739.6,0,Moderadamente mala,231.04175
Mujer,41,Espana,ES22,Biparental con niños/as,En propiedad,200,2.1,40552.9,13156.6,0,Buena,231.04175
Mujer,14,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,40552.9,NA,0,NA,231.04175
Mujer,8,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,40552.9,NA,0,NA,231.04175
Hombre,55,Espana,ES22,Otros hogares,En propiedad,300,2,23629.9,14408.5,0,Buena,317.16715
Mujer,54,Espana,ES22,Otros hogares,En propiedad,300,2,23629.9,0,0,Moderadamente buena,317.16715
Mujer,24,Espana,ES22,Otros hogares,En propiedad,354,2,23629.9,0,0,NA,317.16715
Hombre,45,Espana,ES22,Biparental con niños/as,En propiedad,300,1.8,29391.9,17809.7,0,Moderadamente buena,327.01607
Mujer,41,Espana,ES22,Biparental con niños/as,En propiedad,300,1.8,29391.9,10028.2,0,Moderadamente mala,327.01607
Hombre,4,NA,ES22,Biparental con niños/as,En propiedad,NA,1.8,29391.9,NA,0,NA,327.01607
Hombre,54,Espana,ES22,Biparental con niños/as,En propiedad,300,2.6,48574.3,0,0,Moderadamente mala,241.405
Mujer,44,Espana,ES22,Biparental con niños/as,En propiedad,300,2.6,48574.3,15907.8,0,Moderadamente buena,241.405
Mujer,16,NA,ES22,Biparental con niños/as,En propiedad,NA,2.6,48574.3,NA,0,NA,241.405
Mujer,12,NA,ES22,Biparental con niños/as,En propiedad,NA,2.6,48574.3,NA,0,NA,241.405
Hombre,9,NA,ES22,Biparental con niños/as,En propiedad,NA,2.6,48574.3,NA,0,NA,241.405
Hombre,42,Espana,ES22,Biparental con niños/as,En alquiler,500,2.1,49459.7,29257.4,0,Buena,214.05562
Mujer,39,Espana,ES22,Biparental con niños/as,En alquiler,500,2.1,49459.7,15296.8,0,Buena,214.05562
Hombre,9,NA,ES22,Biparental con niños/as,En alquiler,NA,2.1,49459.7,NA,0,NA,214.05562
Mujer,6,NA,ES22,Biparental con niños/as,En alquiler,NA,2.1,49459.7,NA,0,NA,214.05562
Hombre,70,Espana,ES22,2 adultos sin niños,En alquiler,100,1.5,31062,0,0,NA,248.8908
Mujer,69,Espana,ES22,2 adultos sin niños,En alquiler,100,1.5,31062,0,0,NA,248.8908
Mujer,30,Espana,ES22,2 adultos sin niños,En alquiler,500,1.5,49781.2,21448.9,0,Buena,475.41599
Hombre,31,Espana,ES22,2 adultos sin niños,En alquiler,344,1.5,49781.2,27710.4,0,Buena,475.41599
Hombre,59,Espana,ES22,Otros hogares,En propiedad,300,3,58151.5,21644.8,0,Mala,243.04951
Mujer,56,Espana,ES22,Otros hogares,En propiedad,300,3,58151.5,31338.6,0,Buena,243.04951
Mujer,24,Espana,ES22,Otros hogares,En propiedad,500,3,58151.5,2359.7,0,NA,243.04951
Hombre,20,Espana,ES22,Otros hogares,En propiedad,344,3,58151.5,1238.2,0,NA,243.04951
Mujer,17,Espana,ES22,Otros hogares,En propiedad,200,3,58151.5,0,0,NA,243.04951
Hombre,34,Espana,ES22,2 adultos sin niños,En alquiler,354,1.5,54226.4,27651.2,0,Moderadamente buena,475.41599
Mujer,33,Espana,ES22,2 adultos sin niños,En alquiler,500,1.5,54226.4,27188.9,0,Buena,475.41599
Mujer,86,Espana,ES22,Otros hogares,En propiedad,100,2,21414.04,0,0,NA,278.67035
Mujer,86,Espana,ES22,Otros hogares,En propiedad,100,2,21414.04,0,0,NA,278.67035
Mujer,31,Extranjero (resto mundo),ES22,Otros hogares,En propiedad,100,2,21414.04,0,0,Moderadamente buena,278.67035
Hombre,53,Espana,ES22,2 adultos sin niños,En alquiler,200,1.5,13215.16,0,1,Moderadamente buena,293.89271
Mujer,49,Espana,ES22,2 adultos sin niños,En alquiler,200,1.5,13215.16,11790.5,1,Moderadamente mala,293.89271
Hombre,46,Espana,ES22,Unipersonal,En alquiler,200,1,16942.9,14972.4,0,Moderadamente mala,353.51775
Mujer,45,Espana,ES11,Monomarental con niños/as,En propiedad,300,1.5,7322,7232.6,1,Buena,758.38019
Mujer,16,NA,ES11,Monomarental con niños/as,En propiedad,NA,1.5,7322,NA,1,NA,758.38019
Hombre,35,Espana,ES11,Biparental con niños/as,En alquiler,200,1.8,8908,0,1,Moderadamente buena,1525.83254
Mujer,33,Espana,ES11,Biparental con niños/as,En alquiler,200,1.8,8908,0,1,Moderadamente buena,1525.83254
Mujer,4,NA,ES11,Biparental con niños/as,En alquiler,NA,1.8,8908,NA,1,NA,1525.83254
Hombre,29,Espana,ES11,Biparental con niños/as,En alquiler,200,1.8,36139.6,24726.3,0,Buena,1525.83254
Mujer,32,Espana,ES11,Biparental con niños/as,En alquiler,500,1.8,36139.6,11225.4,0,Moderadamente mala,1525.83254
Mujer,0,NA,ES11,Biparental con niños/as,En alquiler,NA,1.8,36139.6,NA,0,NA,1525.83254
Hombre,47,Espana,ES11,Biparental con niños/as,En propiedad,300,2.3,33146.1,26986.5,0,Moderadamente mala,813.24173
Mujer,46,Espana,ES11,Biparental con niños/as,En propiedad,200,2.3,33146.1,0,0,Moderadamente mala,813.24173
Mujer,16,NA,ES11,Biparental con niños/as,En propiedad,NA,2.3,33146.1,NA,0,NA,813.24173
Mujer,6,NA,ES11,Biparental con niños/as,En propiedad,NA,2.3,33146.1,NA,0,NA,813.24173
Hombre,43,Espana,ES11,2 adultos sin niños,En propiedad,300,1.5,44617.1,16096.5,0,Moderadamente mala,1802.03001
Mujer,39,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,44617.1,27884.1,0,Moderadamente mala,1802.03001
Mujer,70,Extranjero (resto mundo),ES11,2 adultos sin niños,En alquiler,100,1.5,10024.3,0,1,NA,424.70054
Mujer,49,Extranjero (resto mundo),ES11,2 adultos sin niños,En alquiler,300,1.5,10024.3,0,1,Mala,424.70054
Hombre,48,Espana,ES11,Biparental con niños/as,En propiedad,500,2.1,51799.8,17591.6,0,Buena,567.43799
Mujer,47,Espana,ES11,Biparental con niños/as,En propiedad,500,2.1,51799.8,22544.9,0,Muy buena,567.43799
Hombre,13,NA,ES11,Biparental con niños/as,En propiedad,NA,2.1,51799.8,NA,0,NA,567.43799
Mujer,8,NA,ES11,Biparental con niños/as,En propiedad,NA,2.1,51799.8,NA,0,NA,567.43799
Hombre,74,Espana,ES11,Unipersonal,En propiedad,200,1,10524.42,0,0,NA,1130.43327
Mujer,49,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,52802.4,25424.4,0,NA,705.07955
Mujer,22,Espana,ES11,2 adultos sin niños,En propiedad,500,1.5,52802.4,1246.2,0,NA,705.07955
Mujer,85,Espana,ES11,Unipersonal,En propiedad,500,1,28051.5,0,0,NA,882.97641
Hombre,60,Espana,ES11,Biparental con niños/as,En propiedad,300,2,60605.2,23294.5,0,NA,462.35593
Mujer,60,Espana,ES11,Biparental con niños/as,En propiedad,500,2,60605.2,35802.1,0,NA,462.35593
Mujer,20,Espana,ES11,Biparental con niños/as,En propiedad,344,2,60605.2,0,0,NA,462.35593
Hombre,46,Extranjero (resto mundo),ES11,Biparental con niños/as,En alquiler,300,2.1,8077.4,4855.6,1,Muy buena,1526.26642
Mujer,38,Extranjero (resto mundo),ES11,Biparental con niños/as,En alquiler,500,2.1,8077.4,2534.2,1,Moderadamente buena,1526.26642
Mujer,12,NA,ES11,Biparental con niños/as,En alquiler,NA,2.1,8077.4,NA,1,NA,1526.26642
Mujer,7,NA,ES11,Biparental con niños/as,En alquiler,NA,2.1,8077.4,NA,1,NA,1526.26642
Hombre,44,Espana,ES11,Biparental con niños/as,En propiedad,500,2.1,28629.5,24597.2,0,Buena,860.29748
Mujer,37,Espana,ES11,Biparental con niños/as,En propiedad,300,2.1,28629.5,0,0,Buena,860.29748
Hombre,6,NA,ES11,Biparental con niños/as,En propiedad,NA,2.1,28629.5,NA,0,NA,860.29748
Mujer,4,NA,ES11,Biparental con niños/as,En propiedad,NA,2.1,28629.5,NA,0,NA,860.29748
Hombre,70,Espana,ES11,Otros hogares,En propiedad,100,2,38175.9,0,0,NA,645.13251
Mujer,64,Espana,ES11,Otros hogares,En propiedad,100,2,38175.9,3400,0,NA,645.13251
Mujer,30,Espana,ES11,Otros hogares,En propiedad,500,2,38175.9,24699.3,0,Moderadamente buena,645.13251
