sexo,edad,nacionalidad,ccaa,tipo_hogar,regimen_vivienda,nivel_educativo,unidades_consumo,renta_hogar,ingresos_anuales,riesgo_pobreza,situacion_economica_infancia,pesos
Hombre,55,Espana,ES41,Otros hogares,En alquiler,000,2.5,19016.3,11335.5,1,Moderadamente buena,564.84823
Mujer,55,Espana,ES41,Otros hogares,En alquiler,000,2.5,19016.3,500,1,Moderadamente buena,564.84823
Hombre,32,Espana,ES41,Otros hogares,En alquiler,200,2.5,19016.3,424.1,1,Moderadamente buena,564.84823
Hombre,20,Espana,ES41,Otros hogares,En alquiler,200,2.5,19016.3,98.8,1,NA,564.84823
Mujer,58,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,14808.9,0,0,Moderadamente buena,606.0367
Hombre,68,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,14808.9,0,0,NA,606.0367
Hombre,66,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,45328.6,3707.4,0,NA,641.22404
Mujer,66,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,45328.6,0,0,NA,641.22404
Hombre,64,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,64641.6,20747.5,0,NA,802.71785
Mujer,71,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,64641.6,0,0,NA,802.71785
Hombre,40,Espana,ES41,Biparental con niños/as,En propiedad,100,2.1,13276.5,0,1,Moderadamente buena,480.72284
Mujer,39,Espana,ES41,Biparental con niños/as,En propiedad,100,2.1,13276.5,1284.9,1,Moderadamente buena,480.72284
Mujer,11,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,13276.5,NA,1,NA,480.72284
Hombre,7,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,13276.5,NA,1,NA,480.72284
Mujer,57,Espana,ES41,Otros hogares,En propiedad,500,2.5,72902.7,32642.2,0,Moderadamente buena,764.77188
Hombre,57,Espana,ES41,Otros hogares,En propiedad,500,2.5,72902.7,33786.2,0,Moderadamente buena,764.77188
Hombre,24,Espana,ES41,Otros hogares,En propiedad,500,2.5,72902.7,44.8,0,NA,764.77188
Mujer,20,Espana,ES41,Otros hogares,En propiedad,344,2.5,72902.7,0,0,NA,764.77188
Hombre,79,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,36898.2,0,0,NA,686.61785
Hombre,41,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,36898.2,12931.2,0,Moderadamente mala,686.61785
Hombre,72,Espana,ES41,Unipersonal,En propiedad,500,1,21461,0,0,NA,877.16175
Hombre,58,Espana,ES41,Otros hogares,En propiedad,500,2,67035.93,0,0,Moderadamente mala,869.43129
Mujer,66,Espana,ES41,Otros hogares,En propiedad,500,2,67035.93,0,0,NA,869.43129
Hombre,32,Espana,ES41,Otros hogares,En propiedad,500,2,67035.93,0,0,Buena,869.43129
Hombre,68,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,25113.7,0,0,NA,641.22404
Mujer,68,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,25113.7,14249.1,0,NA,641.22404
Hombre,58,Espana,ES41,Otros hogares,En propiedad,200,2,36445.1,13076.5,0,Mala,432.03257
Mujer,54,Espana,ES41,Otros hogares,En propiedad,300,2,36445.1,7788.5,0,Moderadamente buena,432.03257
Mujer,86,Espana,ES41,Otros hogares,En propiedad,100,2,36445.1,0,0,NA,432.03257
Hombre,83,Espana,ES41,Otros hogares,En propiedad,100,2,17486.9,0,1,NA,989.47728
Mujer,79,Espana,ES41,Otros hogares,En propiedad,000,2,17486.9,0,1,NA,989.47728
Hombre,52,Espana,ES41,Otros hogares,En propiedad,200,2,17486.9,0,1,Mala,989.47728
Mujer,64,Espana,ES41,Unipersonal,En propiedad,100,1,16365.9,0,0,NA,1172.79273
Hombre,54,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,10914.8,0,1,Buena,439.27419
Mujer,53,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,10914.8,0,1,Buena,439.27419
Mujer,14,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,10914.8,NA,1,NA,439.27419
Hombre,44,Espana,ES41,Biparental con niños/as,En propiedad,100,1.8,23247.1,15622.5,0,Moderadamente mala,780.48576
Mujer,38,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,23247.1,4602.6,0,Moderadamente buena,780.48576
Hombre,3,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,23247.1,NA,0,NA,780.48576
Hombre,69,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,11573.4,0,1,NA,659.10023
Hombre,74,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,11573.4,0,1,NA,659.10023
Hombre,40,Espana,ES41,Biparental con niños/as,En alquiler,200,2.1,25348.5,11370,0,Moderadamente mala,740.31695
Mujer,33,Espana,ES41,Biparental con niños/as,En alquiler,200,2.1,25348.5,0,0,Moderadamente mala,740.31695
Hombre,2,NA,ES41,Biparental con niños/as,En alquiler,NA,2.1,25348.5,NA,0,NA,740.31695
Mujer,5,NA,ES41,Biparental con niños/as,En alquiler,NA,2.1,25348.5,NA,0,NA,740.31695
Hombre,62,Espana,ES41,Otros hogares,En propiedad,100,2,-12686.83,0,1,NA,937.87256
Mujer,60,Espana,ES41,Otros hogares,En propiedad,200,2,-12686.83,0,1,NA,937.87256
Mujer,37,Espana,ES41,Otros hogares,En propiedad,500,2,-12686.83,6067.26,1,Buena,937.87256
Hombre,73,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,12795.8,0,1,NA,641.22404
Mujer,71,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,12795.8,0,1,NA,641.22404
Hombre,36,Espana,ES41,Biparental con niños/as,En propiedad,200,2.1,29986.5,0,0,Moderadamente buena,740.31695
Mujer,33,Espana,ES41,Biparental con niños/as,En propiedad,200,2.1,29986.5,9741,0,Buena,740.31695
Mujer,6,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,29986.5,NA,0,NA,740.31695
Hombre,2,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,29986.5,NA,0,NA,740.31695
Mujer,75,Espana,ES41,Otros hogares,En propiedad,100,3.3,51027.79,0,0,NA,619.48102
Hombre,37,Espana,ES41,Otros hogares,En propiedad,300,3.3,51027.79,2855.6,0,Mala,619.48102
Mujer,41,Espana,ES41,Otros hogares,En propiedad,200,3.3,51027.79,0,0,Mala,619.48102
Hombre,27,Espana,ES41,Otros hogares,En propiedad,354,3.3,51027.79,16217.21,0,Buena,619.48102
Mujer,31,Espana,ES41,Otros hogares,En propiedad,200,3.3,51027.79,21115.85,0,Moderadamente mala,619.48102
Mujer,5,NA,ES41,Otros hogares,En propiedad,NA,3.3,51027.79,NA,0,NA,619.48102
Hombre,42,Espana,ES41,Biparental con niños/as,En propiedad,000,2.1,20294.9,0,0,Muy mala,559.86996
Mujer,33,Extranjero (resto UE),ES41,Biparental con niños/as,En propiedad,344,2.1,20294.9,1694.2,0,Moderadamente buena,559.86996
Mujer,5,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,20294.9,NA,0,NA,559.86996
Mujer,4,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,20294.9,NA,0,NA,559.86996
Hombre,38,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,30667.7,1862.9,0,Moderadamente mala,956.24867
Mujer,34,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,30667.7,14228.6,0,Buena,956.24867
Mujer,0,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,30667.7,NA,0,NA,956.24867
Hombre,66,Espana,ES21,2 adultos sin niños,En propiedad,100,1.5,20476.6,0,0,NA,410.91983
Mujer,65,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,20476.6,0,0,NA,410.91983
Hombre,86,Espana,ES21,2 adultos sin niños,En propiedad,000,1.5,29881.86,0,0,NA,613.77378
Mujer,29,Extranjero (resto mundo),ES21,2 adultos sin niños,En propiedad,344,1.5,29881.86,10836.25,0,Buena,613.77378
Mujer,86,Espana,ES21,Unipersonal,En propiedad,000,1,11064.2,91.9,0,NA,565.60962
Hombre,64,Espana,ES21,Monomarental con niños/as,En propiedad,500,1.5,1531.19,0,1,NA,853.47248
Mujer,16,NA,ES21,Monomarental con niños/as,En propiedad,NA,1.5,1531.19,NA,1,NA,853.47248
Hombre,41,Espana,ES21,Biparental con niños/as,En propiedad,500,2.1,41370.63,29085.8,0,Moderadamente buena,562.66634
Mujer,38,Espana,ES21,Biparental con niños/as,En propiedad,500,2.1,41370.63,0,0,Moderadamente buena,562.66634
Hombre,9,NA,ES21,Biparental con niños/as,En propiedad,NA,2.1,41370.63,NA,0,NA,562.66634
Mujer,4,NA,ES21,Biparental con niños/as,En propiedad,NA,2.1,41370.63,NA,0,NA,562.66634
Hombre,84,Espana,ES21,Otros hogares,En propiedad,000,2,23478.82,0,0,NA,449.32009
Mujer,52,Espana,ES21,Otros hogares,En propiedad,300,2,23478.82,0,0,Mala,449.32009
Mujer,49,Espana,ES21,Otros hogares,En propiedad,500,2,23478.82,0,0,Mala,449.32009
Hombre,29,Espana,ES21,Biparental con niños/as,En propiedad,354,1.8,52112.1,31317.8,0,Moderadamente buena,531.90147
Mujer,36,Espana,ES21,Biparental con niños/as,En propiedad,500,1.8,52112.1,23599.2,0,Buena,531.90147
Hombre,0,NA,ES21,Biparental con niños/as,En propiedad,NA,1.8,52112.1,NA,0,NA,531.90147
Hombre,51,Espana,ES21,Biparental con niños/as,En propiedad,300,1.8,35817.7,23030,0,NA,893.71143
Mujer,47,Espana,ES21,Biparental con niños/as,En propiedad,500,1.8,35817.7,12835.1,0,Moderadamente buena,893.71143
Mujer,13,NA,ES21,Biparental con niños/as,En propiedad,NA,1.8,35817.7,NA,0,NA,893.71143
Mujer,55,Espana,ES21,Otros hogares,En propiedad,300,2.6,27297.9,0,0,Moderadamente buena,543.44425
Hombre,58,Espana,ES21,Otros hogares,En propiedad,100,2.6,27297.9,2494.2,0,Moderadamente mala,543.44425
Mujer,28,Espana,ES21,Otros hogares,En propiedad,354,2.6,27297.9,0,0,Moderadamente buena,543.44425
Mujer,6,NA,ES21,Otros hogares,En propiedad,NA,2.6,27297.9,NA,0,NA,543.44425
Mujer,5,NA,ES21,Otros hogares,En propiedad,NA,2.6,27297.9,NA,0,NA,543.44425
Hombre,54,Espana,ES21,Unipersonal,En alquiler,100,1,667.3,0,1,Moderadamente buena,1076.81671
Mujer,47,Espana,ES21,Unipersonal,En propiedad,300,1,31696.8,30946,0,Buena,1082.1008
Hombre,63,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,49310.3,9857.1,0,NA,426.45728
Mujer,60,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,49310.3,15091.7,0,NA,426.45728
Hombre,60,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,23164.2,11485.2,0,NA,623.21835
Mujer,58,Espana,ES21,2 adultos sin niños,En propiedad,100,1.5,23164.2,7711.5,0,Moderadamente buena,623.21835
Hombre,74,Espana,ES21,2 adultos sin niños,En alquiler,300,1.5,38498.22,1679.51,0,NA,686.31253
Mujer,71,Espana,ES21,2 adultos sin niños,En alquiler,100,1.5,38498.22,0,0,NA,686.31253
Hombre,50,Espana,ES21,Otros hogares,En propiedad,300,3.3,67682.4,0,0,Buena,335.63605
Mujer,37,Extranjero (resto mundo),ES21,Otros hogares,En propiedad,100,3.3,67682.4,17378.7,0,Mala,335.63605
Mujer,0,NA,ES21,Otros hogares,En propiedad,NA,3.3,67682.4,NA,0,NA,335.63605
Mujer,42,Extranjero (resto mundo),ES21,Otros hogares,En propiedad,100,3.3,67682.4,7821.2,0,Mala,335.63605
Hombre,19,Extranjero (resto mundo),ES21,Otros hogares,En propiedad,344,3.3,67682.4,0,0,NA,335.63605
Mujer,18,Extranjero (resto mundo),ES21,Otros hogares,En propiedad,100,3.3,67682.4,0,0,NA,335.63605
Hombre,43,Espana,ES21,Biparental con niños/as,En propiedad,500,2.1,28804.69,18577.1,0,Moderadamente buena,484.23969
Mujer,42,Espana,ES21,Biparental con niños/as,En propiedad,500,2.1,28804.69,5694.99,0,Buena,484.23969
Mujer,6,NA,ES21,Biparental con niños/as,En propiedad,NA,2.1,28804.69,NA,0,NA,484.23969
Hombre,1,NA,ES21,Biparental con niños/as,En propiedad,NA,2.1,28804.69,NA,0,NA,484.23969
Mujer,53,Espana,ES21,Unipersonal,En propiedad,500,1,34155.5,32364.7,0,Buena,217.76841
Hombre,47,Espana,ES21,Biparental con niños/as,En propiedad,500,2.4,92113.7,44467.6,0,Buena,457.32706
Mujer,45,Espana,ES21,Biparental con niños/as,En propiedad,500,2.4,92113.7,40770.8,0,Moderadamente buena,457.32706
Hombre,10,NA,ES21,Biparental con niños/as,En propiedad,NA,2.4,92113.7,NA,0,NA,457.32706
Mujer,9,NA,ES21,Biparental con niños/as,En propiedad,NA,2.4,92113.7,NA,0,NA,457.32706
Mujer,6,NA,ES21,Biparental con niños/as,En propiedad,NA,2.4,92113.7,NA,0,NA,457.32706
Mujer,49,Espana,ES21,Unipersonal,En propiedad,500,1,14579.9,12842.7,0,Moderadamente buena,1067.52393
Hombre,50,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,32672.6,18442,0,Buena,531.49775
Mujer,49,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,32672.6,18365.5,0,Buena,531.49775
Hombre,47,Espana,ES21,Unipersonal,En propiedad,500,1,25550.4,24505.7,0,Moderadamente buena,606.64611
Mujer,48,Espana,ES21,Biparental con niños/as,En propiedad,300,2.5,46650.1,0,0,Buena,591.57316
Hombre,50,Espana,ES21,Biparental con niños/as,En propiedad,300,2.5,46650.1,44328.7,0,Moderadamente buena,591.57316
Hombre,22,Espana,ES21,Biparental con niños/as,En propiedad,344,2.5,46650.1,0,0,NA,591.57316
Hombre,16,NA,ES21,Biparental con niños/as,En propiedad,NA,2.5,46650.1,NA,0,NA,591.57316
Hombre,81,Espana,ES21,2 adultos sin niños,En alquiler,500,1.5,46990.3,0,0,NA,611.64721
Mujer,30,Espana,ES21,2 adultos sin niños,En alquiler,200,1.5,46990.3,17999.6,0,Mala,611.64721
Hombre,52,Espana,ES21,Biparental con niños/as,En propiedad,300,2.5,58280.4,33112.2,0,Moderadamente mala,455.00972
Mujer,51,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,58280.4,22881.7,0,Moderadamente buena,455.00972
Hombre,20,Espana,ES21,Biparental con niños/as,En propiedad,344,2.5,58280.4,0,0,NA,455.00972
Mujer,15,NA,ES21,Biparental con niños/as,En propiedad,NA,2.5,58280.4,NA,0,NA,455.00972
Hombre,56,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,43157,24023.7,0,Moderadamente buena,535.69763
Mujer,56,Espana,ES21,Biparental con niños/as,En propiedad,300,2.5,43157,18887.3,0,Muy mala,535.69763
Hombre,21,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,43157,0,0,NA,535.69763
Mujer,18,Espana,ES21,Biparental con niños/as,En propiedad,200,2.5,43157,0,0,NA,535.69763
Hombre,41,Extranjero (resto UE),ES21,2 adultos sin niños,En alquiler,300,1.5,26165,15365,0,Moderadamente buena,632.40997
Mujer,34,Extranjero (resto UE),ES21,2 adultos sin niños,En alquiler,344,1.5,26165,10800,0,Moderadamente buena,632.40997
Hombre,75,Espana,ES21,Otros hogares,En propiedad,000,2,36332.1,0,0,NA,452.04938
Mujer,65,Espana,ES21,Otros hogares,En propiedad,000,2,36332.1,0,0,NA,452.04938
Mujer,26,Espana,ES21,Otros hogares,En propiedad,500,2,36332.1,942,0,Mala,452.04938
Mujer,79,Espana,ES21,Unipersonal,En alquiler,100,1,8125.8,0,1,NA,486.77272
Hombre,55,Extranjero (resto UE),ES21,Biparental con niños/as,En propiedad,100,2.5,1559.17,0,1,Moderadamente buena,375.53683
Mujer,51,Espana,ES21,Biparental con niños/as,En propiedad,200,2.5,1559.17,0,1,Moderadamente buena,375.53683
Mujer,25,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,1559.17,2283.89,1,NA,375.53683
Mujer,21,Espana,ES21,Biparental con niños/as,En propiedad,200,2.5,1559.17,0,1,NA,375.53683
Mujer,44,Espana,ES21,2 adultos sin niños,En alquiler,500,1.5,28140.7,26632.3,0,Buena,523.32292
Hombre,45,Espana,ES21,2 adultos sin niños,En alquiler,500,1.5,28140.7,0,0,Muy buena,523.32292
Hombre,70,Extranjero (resto UE),ES21,Otros hogares,En propiedad,500,2.5,95781.31,38521.1,0,NA,388.51819
Mujer,62,Extranjero (resto UE),ES21,Otros hogares,En propiedad,500,2.5,95781.31,39894.4,0,NA,388.51819
Hombre,23,Espana,ES21,Otros hogares,En propiedad,344,2.5,95781.31,8701.17,0,NA,388.51819
Mujer,85,Extranjero (resto UE),ES21,Otros hogares,En propiedad,300,2.5,95781.31,0,0,NA,388.51819
Mujer,39,Extranjero (resto mundo),ES21,Biparental con niños/as,En alquiler,300,1.8,0,0,1,Mala,570.51352
Hombre,39,Espana,ES21,Biparental con niños/as,En alquiler,300,1.8,0,0,1,Buena,570.51352
Mujer,9,NA,ES21,Biparental con niños/as,En alquiler,NA,1.8,0,NA,1,NA,570.51352
Hombre,64,Espana,ES21,Biparental con niños/as,En propiedad,500,2,80110.9,33466.9,0,NA,584.74931
Mujer,64,Espana,ES21,Biparental con niños/as,En propiedad,500,2,80110.9,31533,0,NA,584.74931
Hombre,21,Espana,ES21,Biparental con niños/as,En propiedad,344,2,80110.9,330.8,0,NA,584.74931
Hombre,41,Espana,ES21,Biparental con niños/as,En propiedad,500,2.1,19571.3,11166.8,0,Buena,617.1774
Mujer,39,Espana,ES21,Biparental con niños/as,En propiedad,200,2.1,19571.3,5335.5,0,Buena,617.1774
Hombre,11,NA,ES21,Biparental con niños/as,En propiedad,NA,2.1,19571.3,NA,0,NA,617.1774
Hombre,8,NA,ES21,Biparental con niños/as,En propiedad,NA,2.1,19571.3,NA,0,NA,617.1774
Hombre,77,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,51592.6,0,0,NA,794.55515
Mujer,74,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,51592.6,0,0,NA,794.55515
Hombre,36,Espana,ES21,Monomarental con niños/as,En propiedad,500,1.3,12911.9,11763.2,0,Moderadamente mala,1085.69545
Hombre,6,NA,ES21,Monomarental con niños/as,En propiedad,NA,1.3,12911.9,NA,0,NA,1085.69545
Hombre,65,Espana,ES21,Unipersonal,En alquiler,300,1,17659.5,0,0,NA,1349.32543
Mujer,25,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,36291.1,11841.9,0,NA,971.87749
Hombre,26,Espana,ES21,2 adultos sin niños,En propiedad,200,1.5,36291.1,17114.8,0,Buena,971.87749
Mujer,86,Espana,ES21,2 adultos sin niños,En propiedad,100,1.5,38797.64,0,0,NA,587.5435
Hombre,86,Espana,ES21,2 adultos sin niños,En propiedad,100,1.5,38797.64,2562.93,0,NA,587.5435
Hombre,46,Espana,ES21,Unipersonal,En propiedad,500,1,24986.5,24421.2,0,Buena,854.57237
Mujer,43,Espana,ES21,Unipersonal,En propiedad,300,1,15639.7,10344.5,0,Moderadamente mala,559.93789
Hombre,61,Espana,ES21,Otros hogares,En propiedad,200,2.5,41677.2,10336.6,0,NA,496.31912
Mujer,54,Espana,ES21,Otros hogares,En propiedad,300,2.5,41677.2,14391.2,0,Buena,496.31912
Mujer,34,Espana,ES21,Otros hogares,En propiedad,500,2.5,41677.2,1748.1,0,Buena,496.31912
Hombre,29,Espana,ES21,Otros hogares,En propiedad,354,2.5,41677.2,11356.2,0,Buena,496.31912
Hombre,38,Espana,ES21,Biparental con niños/as,En propiedad,300,2.4,26108.7,18835.5,0,Buena,947.20614
Mujer,33,Espana,ES21,Biparental con niños/as,En propiedad,200,2.4,26108.7,5277.8,0,Buena,947.20614
Mujer,9,NA,ES21,Biparental con niños/as,En propiedad,NA,2.4,26108.7,NA,0,NA,947.20614
Hombre,6,NA,ES21,Biparental con niños/as,En propiedad,NA,2.4,26108.7,NA,0,NA,947.20614
Mujer,1,NA,ES21,Biparental con niños/as,En propiedad,NA,2.4,26108.7,NA,0,NA,947.20614
Mujer,86,Espana,ES21,Unipersonal,En propiedad,100,1,19907.1,0,0,NA,685.7087
Mujer,39,Espana,ES21,Unipersonal,En propiedad,500,1,29081.2,28430,0,Moderadamente mala,559.93789
Hombre,64,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,33924.51,1679.9,0,NA,449.92577
Mujer,61,Espana,ES21,2 adultos sin niños,En propiedad,200,1.5,33924.51,0,0,NA,449.92577
Hombre,68,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,42613.05,4433.14,0,NA,498.17277
Mujer,65,Espana,ES21,2 adultos sin niños,En propiedad,200,1.5,42613.05,8688.6,0,NA,498.17277
Hombre,54,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,76369.3,32262.2,0,Moderadamente mala,540.44484
Mujer,52,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,76369.3,29870.4,0,Buena,540.44484
Mujer,20,Espana,ES21,Biparental con niños/as,En propiedad,344,2.5,76369.3,0,0,NA,540.44484
Hombre,22,Espana,ES21,Biparental con niños/as,En propiedad,344,2.5,76369.3,0,0,NA,540.44484
Hombre,62,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,44959.22,3359.62,0,NA,449.92577
Mujer,63,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,44959.22,35846.1,0,NA,449.92577
Mujer,79,Espana,ES21,Unipersonal,En propiedad,100,1,18955.4,0,0,NA,685.7087
Hombre,45,Espana,ES21,Biparental con niños/as,En propiedad,500,1.8,42531.28,26870,0,Moderadamente buena,787.90259
Mujer,41,Espana,ES21,Biparental con niños/as,En propiedad,300,1.8,42531.28,3386.1,0,Moderadamente buena,787.90259
Mujer,9,NA,ES21,Biparental con niños/as,En propiedad,NA,1.8,42531.28,NA,0,NA,787.90259
Mujer,62,Espana,ES21,Unipersonal,En propiedad,100,1,16481.5,0,0,NA,306.65107
Hombre,78,Espana,ES21,2 adultos sin niños,En propiedad,300,1.5,42023.2,1590.6,0,NA,369.66243
Mujer,61,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,42023.2,23883,0,NA,369.66243
Hombre,69,Espana,ES21,2 adultos sin niños,En propiedad,100,1.5,27903,0,0,NA,442.86959
Mujer,64,Espana,ES21,2 adultos sin niños,En propiedad,100,1.5,27903,0,0,NA,442.86959
Hombre,69,Espana,ES21,2 adultos sin niños,En propiedad,200,1.5,38690.7,0,0,NA,583.41873
Mujer,57,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,38690.7,16687.1,0,Moderadamente buena,583.41873
Mujer,84,Espana,ES21,Unipersonal,En propiedad,000,1,9205.2,0,0,NA,609.58678
Mujer,59,Espana,ES21,Unipersonal,En alquiler,200,1,198.7,0,1,Buena,523.50622
Hombre,53,Espana,ES21,Biparental con niños/as,En propiedad,300,2,41928.4,34100,0,Buena,390.81197
Mujer,52,Espana,ES21,Biparental con niños/as,En propiedad,300,2,41928.4,5934.5,0,Moderadamente buena,390.81197
Mujer,17,NA,ES21,Biparental con niños/as,En propiedad,NA,2,41928.4,0,0,NA,390.81197
Mujer,57,Espana,ES21,Biparental con niños/as,En propiedad,300,2.5,51140.6,16863.4,0,Moderadamente mala,593.58948
Hombre,54,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,51140.6,0,0,Buena,593.58948
Mujer,23,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,51140.6,0,0,NA,593.58948
Mujer,21,Espana,ES21,Biparental con niños/as,En propiedad,500,2.5,51140.6,0,0,NA,593.58948
Hombre,56,Espana,ES21,Otros hogares,En propiedad,300,2,20816.5,13497.9,0,Moderadamente buena,775.32638
Mujer,56,Espana,ES21,Otros hogares,En propiedad,200,2,20816.5,0,0,Moderadamente buena,775.32638
Hombre,30,Espana,ES21,Otros hogares,En propiedad,200,2,20816.5,6933.4,0,Buena,775.32638
Mujer,65,Espana,ES21,2 adultos sin niños,En alquiler,100,1.5,25846.7,0,0,NA,414.25443
Mujer,31,Espana,ES21,2 adultos sin niños,En alquiler,500,1.5,25846.7,14048.8,0,Buena,414.25443
Hombre,80,Espana,ES21,Otros hogares,En propiedad,200,2,28648.7,0,0,NA,720.46766
Mujer,76,Espana,ES21,Otros hogares,En propiedad,100,2,28648.7,0,0,NA,720.46766
Hombre,45,Espana,ES21,Otros hogares,En propiedad,500,2,28648.7,5098.6,0,Muy buena,720.46766
Hombre,82,Espana,ES21,Otros hogares,En propiedad,100,2,56505.6,0,0,NA,633.03075
Mujer,78,Espana,ES21,Otros hogares,En propiedad,100,2,56505.6,0,0,NA,633.03075
Hombre,51,Espana,ES21,Otros hogares,En propiedad,500,2,56505.6,20003.1,0,Muy buena,633.03075
Hombre,33,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,52226.9,0,0,Buena,493.06516
Mujer,37,Espana,ES21,2 adultos sin niños,En propiedad,500,1.5,52226.9,22185.5,0,Buena,493.06516
Hombre,27,Espana,ES21,Otros hogares,En alquiler,500,2,91941.6,27061.5,0,Muy buena,835.7843
Mujer,27,NA,ES21,Otros hogares,En alquiler,NA,2,91941.6,29883.8,0,NA,835.7843
Mujer,27,NA,ES21,Otros hogares,En alquiler,NA,2,91941.6,30947.4,0,NA,835.7843
Mujer,31,Espana,ES21,Unipersonal,En alquiler,500,1,23035.2,21774.1,0,Moderadamente buena,1296.5699
Hombre,80,Espana,ES21,Otros hogares,En propiedad,100,2,18603.5,0,0,NA,720.46766
